Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_4	GO:0016021~integral component of membrane	73	19.571045576407506	0.002161390797643764	XM_007824995, XM_007820396, XM_007824876, XM_007819200, XM_007822490, XM_007822537, XM_007822416, XM_007823702, XM_007822135, XM_007823862, XM_007825172, XM_007820119, XM_007819834, XM_007819113, XM_007819478, XM_007820286, XM_007826229, XM_007819199, XM_007825976, XM_007820284, XM_007818066, XM_007824481, XM_007822703, XM_007820920, XM_007826780, XM_007827034, XM_007826781, XM_007822106, XM_007827233, XM_007827156, XM_007827794, XM_007823997, XM_007820202, XM_007821497, XM_007825379, XM_007823554, XM_007828250, XM_007825184, XM_007818135, XM_007818530, XM_007819223, XM_007819743, XM_007825623, XM_007823364, XM_007823441, XM_007818253, XM_007818132, XM_007821061, XM_007821349, XM_007821988, XM_011413349, XM_007820412, XM_007821345, XM_007821423, XM_007820133, XM_007820939, XM_007818649, XM_007822914, XM_007820660, XM_007822683, XM_007823254, XM_007821677, XM_007820303, XM_007823459, XM_007822689, XM_011412924, XM_007826400, XM_007827059, XM_007824424, XM_007827259, XM_007822169, XM_007820907, XM_007820949	113	911	1791	1.2700523590724964	0.11794100590894685	0.1253606662633383	0.1253606662633383
GOTERM_CC_4	GO:0015935~small ribosomal subunit	3	0.8042895442359249	0.17005766213683174	XM_007825031, XM_007823658, XM_007820540	113	12	1791	3.9623893805309733	0.9999798265883879	1.0	1.0
GOTERM_CC_4	GO:0044391~ribosomal subunit	3	0.8042895442359249	0.38192706685662237	XM_007825031, XM_007823658, XM_007820540	113	21	1791	2.2642225031605565	0.9999999999992409	1.0	1.0
GOTERM_CC_4	GO:0005783~endoplasmic reticulum	5	1.3404825737265416	0.576756092287671	XM_007826229, XM_007823254, XM_007820920, XM_007826115, XM_007821497	113	64	1791	1.2382466814159292	1.0	1.0	1.0
GOTERM_CC_4	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network	4	1.0723860589812333	0.6157443959344133	XM_007826229, XM_007823254, XM_007820920, XM_007821497	113	50	1791	1.2679646017699115	1.0	1.0	1.0
GOTERM_CC_4	GO:0005789~endoplasmic reticulum membrane	4	1.0723860589812333	0.6157443959344133	XM_007826229, XM_007823254, XM_007820920, XM_007821497	113	50	1791	1.2679646017699115	1.0	1.0	1.0
GOTERM_CC_4	GO:0044432~endoplasmic reticulum part	4	1.0723860589812333	0.6427769434901736	XM_007826229, XM_007823254, XM_007820920, XM_007821497	113	52	1791	1.2191967324710686	1.0	1.0	1.0
GOTERM_CC_4	GO:0005730~nucleolus	2	0.5361930294906166	0.6890429861235366	XM_007820007, XM_007820764	113	18	1791	1.7610619469026547	1.0	1.0	1.0
GOTERM_CC_4	GO:0005840~ribosome	7	1.876675603217158	0.7162507811232639	XM_007825031, XM_007820007, XM_007823759, XM_007821856, XM_007822416, XM_007823658, XM_007820540	113	112	1791	0.9905973451327433	1.0	1.0	1.0
GOTERM_CC_4	GO:0005886~plasma membrane	2	0.5361930294906166	0.7443572684904872	XM_007826780, XM_007821002	113	21	1791	1.5094816687737043	1.0	1.0	1.0
GOTERM_CC_4	GO:0005739~mitochondrion	6	1.6085790884718498	0.7719055919267117	XM_007824876, XM_007820251, XM_007825868, XM_007823658, XM_007827049, XM_007823445	113	101	1791	0.9415578726014194	1.0	1.0	1.0
GOTERM_CC_4	GO:0044429~mitochondrial part	4	1.0723860589812333	0.7947033660779812	XM_007824876, XM_007820251, XM_007825868, XM_007823658	113	66	1791	0.9605792437650844	1.0	1.0	1.0
GOTERM_CC_4	GO:0005737~cytoplasm	31	8.310991957104557	0.8031677340758688	XM_007820494, XM_007824876, XM_007820251, XM_007824176, XM_007825868, XM_007823361, XM_007826395, XM_007822537, XM_007822416, XM_007822515, XM_007827049, XM_007826115, XM_007823445, XM_007820254, XM_007819979, XM_007819778, XM_007826229, XM_007822065, XM_007823254, XM_007823592, XM_007820007, XM_007820920, XM_007825031, XM_007823759, XM_007821856, XM_007823658, XM_007822401, XM_007820540, XM_007821497, XM_007818530, XM_007819126	113	536	1791	0.916672170122837	1.0	1.0	1.0
GOTERM_CC_4	GO:0031966~mitochondrial membrane	3	0.8042895442359249	0.8051235346096284	XM_007824876, XM_007820251, XM_007825868	113	47	1791	1.0116738843908868	1.0	1.0	1.0
GOTERM_CC_4	GO:0030529~intracellular ribonucleoprotein complex	9	2.4128686327077746	0.833686436626491	XM_007825031, XM_007820007, XM_007823759, XM_007821856, XM_007822416, XM_007820764, XM_007823658, XM_011412927, XM_007820540	113	166	1791	0.8593133596332231	1.0	1.0	1.0
GOTERM_CC_4	GO:0005740~mitochondrial envelope	3	0.8042895442359249	0.84059148828093	XM_007824876, XM_007820251, XM_007825868	113	51	1791	0.9323269130661114	1.0	1.0	1.0
GOTERM_CC_4	GO:0005743~mitochondrial inner membrane	2	0.5361930294906166	0.8757083488713726	XM_007820251, XM_007825868	113	32	1791	0.9905973451327433	1.0	1.0	1.0
GOTERM_CC_4	GO:0019866~organelle inner membrane	2	0.5361930294906166	0.8836223141506276	XM_007820251, XM_007825868	113	33	1791	0.9605792437650844	1.0	1.0	1.0
GOTERM_CC_4	GO:0031967~organelle envelope	3	0.8042895442359249	0.9000795173515189	XM_007824876, XM_007820251, XM_007825868	113	60	1791	0.7924778761061948	1.0	1.0	1.0
GOTERM_CC_4	GO:0044444~cytoplasmic part	19	5.093833780160858	0.9287925836347108	XM_007824876, XM_007826229, XM_007823254, XM_007820251, XM_007825868, XM_007823592, XM_007825031, XM_007820007, XM_007823759, XM_007820920, XM_007821856, XM_007822416, XM_007822537, XM_007823658, XM_007827049, XM_007826115, XM_007823445, XM_007820540, XM_007821497	113	376	1791	0.8009084918094521	1.0	1.0	1.0
GOTERM_CC_4	GO:0043232~intracellular non-membrane-bounded organelle	9	2.4128686327077746	0.9635563521002216	XM_007823592, XM_007825031, XM_007820007, XM_007823759, XM_007821856, XM_007822416, XM_007820764, XM_007823658, XM_007820540	113	210	1791	0.6792667509481668	1.0	1.0	1.0
GOTERM_CC_4	GO:0043231~intracellular membrane-bounded organelle	28	7.506702412868632	0.9780745574247361	XM_007827745, XM_007821320, XM_007823265, XM_007824876, XM_007820251, XM_011413500, XM_007825868, XM_007823361, XM_007822537, XM_007827049, XM_007826115, XM_007823445, XM_007820254, XM_007820332, XM_007822916, XM_007819513, XM_007818201, XM_007824422, XM_007826229, XM_007823254, XM_007820007, XM_007820788, XM_007820920, XM_007823658, XM_007820764, XM_007821535, XM_011412927, XM_007821497	113	575	1791	0.7718045402077722	1.0	1.0	1.0
GOTERM_CC_4	GO:0005634~nucleus	16	4.289544235924933	0.9832411513740608	XM_007824422, XM_007827745, XM_007821320, XM_007823265, XM_011413500, XM_007823361, XM_007820007, XM_007820788, XM_007820764, XM_007821535, XM_011412927, XM_007820254, XM_007820332, XM_007822916, XM_007819513, XM_007818201	113	367	1791	0.6909888837983169	1.0	1.0	1.0
GOTERM_CC_4	GO:0044446~intracellular organelle part	15	4.021447721179625	0.983811526475758	XM_007824876, XM_007826229, XM_007823254, XM_007820251, XM_007825868, XM_007823592, XM_007825031, XM_007820007, XM_007820920, XM_007822537, XM_007823658, XM_007820764, XM_011412927, XM_007820540, XM_007821497	113	349	1791	0.6812130740167863	1.0	1.0	1.0
GOTERM_CC_4	GO:0070013~intracellular organelle lumen	3	0.8042895442359249	0.9874974410738635	XM_007820007, XM_007820764, XM_007823658	113	97	1791	0.49019250068424414	1.0	1.0	1.0
GOTERM_CC_4	GO:0031981~nuclear lumen	2	0.5361930294906166	0.9952763903257491	XM_007820007, XM_007820764	113	81	1791	0.3913470993117011	1.0	1.0	1.0
GOTERM_CC_4	GO:0043229~intracellular organelle	34	9.115281501340483	0.9961814053091242	XM_007827745, XM_007821320, XM_007823265, XM_007824876, XM_007820251, XM_011413500, XM_007825868, XM_007823361, XM_007822537, XM_007822416, XM_007827049, XM_007826115, XM_007823445, XM_007820254, XM_007820332, XM_007822916, XM_007819513, XM_007818201, XM_007824422, XM_007826229, XM_007823254, XM_007823592, XM_007820007, XM_007820788, XM_007820920, XM_007825031, XM_007823759, XM_007821856, XM_007823658, XM_007820764, XM_007821535, XM_011412927, XM_007820540, XM_007821497	113	731	1791	0.7371887219592509	1.0	1.0	1.0
GOTERM_CC_4	GO:0044428~nuclear part	3	0.8042895442359249	0.9975473366746143	XM_007820007, XM_007820764, XM_011412927	113	124	1791	0.3834570368255781	1.0	1.0	1.0
GOTERM_CC_4	GO:0044424~intracellular part	46	12.332439678284182	0.9995336012825277	XM_007820494, XM_007827745, XM_007821320, XM_007823265, XM_007824876, XM_007820251, XM_011413500, XM_007824176, XM_007825868, XM_007823361, XM_007826395, XM_007822537, XM_007822416, XM_007822515, XM_007827049, XM_007826115, XM_007823445, XM_007820254, XM_007820332, XM_007822916, XM_007819979, XM_007819513, XM_007819778, XM_007818201, XM_007824422, XM_007819232, XM_007826229, XM_007822065, XM_007823254, XM_007823592, XM_007820007, XM_007820788, XM_007820920, XM_007825031, XM_007823759, XM_007821856, XM_007823658, XM_007820764, XM_007821535, XM_007822401, XM_011412927, XM_007820540, XM_007821497, XM_007820948, XM_007818530, XM_007819126	113	982	1791	0.7424436313825856	1.0	1.0	1.0
GOTERM_CC_4	GO:0005794~Golgi apparatus	1	0.2680965147453083	1.0	XM_007822537	113	23	1791	0.6891111966140824	1.0	1.0	1.0
GOTERM_CC_4	GO:0000502~proteasome complex	1	0.2680965147453083	1.0	XM_007819232	113	33	1791	0.4802896218825422	1.0	1.0	1.0
GOTERM_CC_4	GO:0000178~exosome (RNase complex)	1	0.2680965147453083	1.0	XM_007820948	113	6	1791	2.641592920353982	1.0	1.0	1.0
GOTERM_CC_4	GO:0005761~mitochondrial ribosome	1	0.2680965147453083	1.0	XM_007823658	113	4	1791	3.9623893805309733	1.0	1.0	1.0
GOTERM_CC_4	GO:0005815~microtubule organizing center	1	0.2680965147453083	1.0	XM_007823592	113	9	1791	1.7610619469026547	1.0	1.0	1.0
GOTERM_CC_4	GO:0009341~beta-galactosidase complex	1	0.2680965147453083	1.0	XM_007819938	113	1	1791	15.849557522123893	1.0	1.0	1.0
GOTERM_CC_4	GO:0099513~polymeric cytoskeletal fiber	1	0.2680965147453083	1.0	XM_007823592	113	16	1791	0.9905973451327433	1.0	1.0	1.0
GOTERM_CC_4	GO:0008540~proteasome regulatory particle, base subcomplex	1	0.2680965147453083	1.0	XM_007819232	113	2	1791	7.924778761061947	1.0	1.0	1.0
GOTERM_CC_4	GO:0031312~extrinsic component of organelle membrane	1	0.2680965147453083	1.0	XM_007820251	113	5	1791	3.1699115044247788	1.0	1.0	1.0
GOTERM_CC_4	GO:0005763~mitochondrial small ribosomal subunit	1	0.2680965147453083	1.0	XM_007823658	113	2	1791	7.924778761061947	1.0	1.0	1.0
GOTERM_CC_4	GO:0022624~proteasome accessory complex	1	0.2680965147453083	1.0	XM_007819232	113	5	1791	3.1699115044247788	1.0	1.0	1.0
GOTERM_CC_4	GO:0005856~cytoskeleton	1	0.2680965147453083	1.0	XM_007823592	113	35	1791	0.45284450063211124	1.0	1.0	1.0
GOTERM_CC_4	GO:0005732~small nucleolar ribonucleoprotein complex	1	0.2680965147453083	1.0	XM_007820764	113	3	1791	5.283185840707964	1.0	1.0	1.0
GOTERM_CC_4	GO:0030681~multimeric ribonuclease P complex	1	0.2680965147453083	1.0	XM_007820764	113	1	1791	15.849557522123893	1.0	1.0	1.0
GOTERM_CC_4	GO:0031314~extrinsic component of mitochondrial inner membrane	1	0.2680965147453083	1.0	XM_007820251	113	5	1791	3.1699115044247788	1.0	1.0	1.0
GOTERM_CC_4	GO:0005681~spliceosomal complex	1	0.2680965147453083	1.0	XM_011412927	113	8	1791	1.9811946902654867	1.0	1.0	1.0
GOTERM_CC_4	GO:0000314~organellar small ribosomal subunit	1	0.2680965147453083	1.0	XM_007823658	113	2	1791	7.924778761061947	1.0	1.0	1.0
GOTERM_CC_4	GO:0033588~Elongator holoenzyme complex	1	0.2680965147453083	1.0	XM_007823361	113	2	1791	7.924778761061947	1.0	1.0	1.0
GOTERM_CC_4	GO:0005759~mitochondrial matrix	1	0.2680965147453083	1.0	XM_007823658	113	15	1791	1.056637168141593	1.0	1.0	1.0
GOTERM_CC_4	GO:0005838~proteasome regulatory particle	1	0.2680965147453083	1.0	XM_007819232	113	5	1791	3.1699115044247788	1.0	1.0	1.0
GOTERM_CC_4	GO:0044430~cytoskeletal part	1	0.2680965147453083	1.0	XM_007823592	113	34	1791	0.46616345653305574	1.0	1.0	1.0
GOTERM_CC_4	GO:0044450~microtubule organizing center part	1	0.2680965147453083	1.0	XM_007823592	113	1	1791	15.849557522123893	1.0	1.0	1.0
GOTERM_CC_4	GO:0044455~mitochondrial membrane part	1	0.2680965147453083	1.0	XM_007820251	113	23	1791	0.6891111966140824	1.0	1.0	1.0
GOTERM_CC_4	GO:0030677~ribonuclease P complex	1	0.2680965147453083	1.0	XM_007820764	113	1	1791	15.849557522123893	1.0	1.0	1.0
GOTERM_CC_4	GO:0044431~Golgi apparatus part	1	0.2680965147453083	1.0	XM_007822537	113	17	1791	0.9323269130661115	1.0	1.0	1.0
GOTERM_CC_4	GO:0031225~anchored component of membrane	1	0.2680965147453083	1.0	XM_007821002	113	4	1791	3.9623893805309733	1.0	1.0	1.0
GOTERM_CC_4	GO:0098588~bounding membrane of organelle	1	0.2680965147453083	1.0	XM_007822537	113	49	1791	0.32346035759436514	1.0	1.0	1.0
GOTERM_CC_4	GO:0044452~nucleolar part	1	0.2680965147453083	1.0	XM_007820764	113	3	1791	5.283185840707964	1.0	1.0	1.0
GOTERM_CC_4	GO:0000139~Golgi membrane	1	0.2680965147453083	1.0	XM_007822537	113	11	1791	1.4408688656476267	1.0	1.0	1.0
